,Organization Name,IPO Status,Number of Founders,Company Type,CB Rank (Company),Operating Status,Industry Groups,Number of Employees,Estimated Revenue Range,Number of Exits,Number of Sub-Orgs,city,state,funding_status,revenue_range,no_employees,lat,lon,no_founders,industry,industry_groups,industry_groups_andreas,website,phone,email,linkedin,twitter,facebook,articles,founded_year,last_funding_year,exit_year,closed_year,no_investors,no_fund_rounds,acquired,private_ipo,company_type,operting_status,no_lead_investors,no_sub_orgs,no_exits,has_preseed,has_seed,has_series_a,has_series_b,has_series_c,has_series_d,has_series_e,has_angel,has_debt_financing,has_grant,has_corporate_round,has_series_x,has_ico,has_other_funding,preseed_fund,seed_fund,series_a_fund,series_b_fund,series_c_fund,series_d_fund,series_e_fund,private_equity_fund,seed_to_pre_ratio,a_to_seed_ratio,b_to_a_ratio,c_to_b_ratio,d_to_c_ratio,e_to_d_ratio,pe_to_e_ratio,total_funding_usd,last_funding_type,last_funding_amount,hub_tags,industry_multiples,company_valuation,months_since_founded,y
118,legendary play,Private,2.0,For Profit,"54,653",Active,"Gaming, Sports",11-50,$1M to $10M,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,11-50,52.52,13.405,2.0,"['Gaming', ' Sports']",Media and Entertainment,-1,1,0,1,1,0,0,2.0,2017,2022.0,,,7.0,3.0,0,1,1,1,2.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,2000000.0,4000000.0,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6000000.0,Series A,4000000.0,,,,84,0
123,munevo,Private,1.0,For Profit,"57,977",Active,"Consumer Electronics, Hardware, Health Care, Mobile, Other, Platforms, Social Impact",11-50,$1M to $10M,,,Munich, Bayern,Early Stage Venture,$1M to $10M,11-50,48.1374,11.5755,1.0,"['Consumer Electronics', ' Hardware', ' Health Care', ' Mobile', ' Other', ' Platforms', ' Social Impact']",Hardware and Electronics,-1,1,0,1,1,1,1,3.0,2018,2022.0,,,7.0,7.0,0,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,425000.0,1000000.0,,,,,,,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,4727985.0,Venture - Series Unknown,2958180.0,,1.5,7091977.5,75,1
125,aiconix gmbh,Private,2.0,For Profit,"60,486",Active,"Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Science and Engineering, Software",11-50,$1M to $10M,,,Köln, Nordrhein-Westfalen,Private Equity,$1M to $10M,11-50,50.9375,6.9603,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Media and Entertainment', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,1,1,6.0,2018,2021.0,,,7.0,9.0,0,1,1,1,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,300000.0,,,,,,,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686703.0,Non-equity Assistance,338315.0,,4.0,10746812.0,73,1
126,tracks,Private,2.0,For Profit,"60,747",Active,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation",101-250,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,101-250,52.52,13.405,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Information Technology', ' Science and Engineering', ' Software', ' Transportation']",Technology and Software,-1,1,1,1,1,1,1,11.0,2018,2021.0,2022.0,,7.0,3.0,1,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,363000.0,931000.0,,,,,,,2.564738292011019,0.0,0.0,0.0,0.0,0.0,0.0,2250651.0,Seed,1132465.0,,4.0,9002604.0,75,1
130,localyze,Private,3.0,For Profit,"65,447",Active,"Information Technology, Internet Services, Software",51-100,,,,Hamburg, Hamburg,Early Stage Venture,$1M to $10M,51-100,53.5511,9.9937,3.0,"['Information Technology', ' Internet Services', ' Software']",Technology and Software,-1,1,1,1,1,1,1,3.0,2018,2022.0,,,22.0,6.0,0,1,1,1,6.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,100000.0,1300000.0,,35000000.0,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,48388052.0,Series B,35000000.0,,4.0,193552208.0,74,1
131,remind.me,Private,2.0,For Profit,"65,749",Active,"Commerce and Shopping, Community and Lifestyle, Information Technology, Internet Services",51-100,$1M to $10M,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,51-100,52.52,13.405,2.0,"['Commerce and Shopping', ' Community and Lifestyle', ' Information Technology', ' Internet Services']",Retail and E-commerce,-1,1,1,1,1,1,1,3.0,2017,2020.0,,,8.0,4.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1900000.0,2000000.0,,,,,,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,8057744.0,Series A,2374510.0,,1.5,12086616.0,80,0
134,doctorly,Private,6.0,For Profit,"66,819",Active,"Health Care, Mobile, Software",51-100,$1M to $10M,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,51-100,52.52,13.405,6.0,"['Health Care', ' Mobile', ' Software']",Healthcare and Biotechnology,-1,1,0,1,1,1,0,20.0,2018,2023.0,,,15.0,6.0,0,1,1,1,6.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,5000000.0,9390000.0,,,,,,0.0,1.878,0.0,0.0,0.0,0.0,0.0,22707007.0,Series A,7146956.0,,3.0,68121021.0,77,0
139,kumovis,Private,5.0,For Profit,"71,781",Closed,"Hardware, Health Care, Manufacturing, Science and Engineering, Software",11-50,$1M to $10M,,,Munich, Bayern,M&A,$1M to $10M,11-50,48.1374,11.5755,5.0,"['Hardware', ' Health Care', ' Manufacturing', ' Science and Engineering', ' Software']",Hardware and Electronics,-1,1,0,1,1,0,0,1.0,2017,2020.0,2022.0,2022.0,3.0,2.0,1,1,1,0,3.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,5400000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6007743.0,Series A,6007743.0,,4.0,24030972.0,80,1
142,shelf.network,Private,4.0,For Profit,"72,445",Active,"Commerce and Shopping, Financial Services, Lending and Investments, Transportation",11-50,$1M to $10M,,0.0,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,4.0,"['Commerce and Shopping', ' Financial Services', ' Lending and Investments', ' Transportation']",Retail and E-commerce,-1,1,0,1,1,1,1,2.0,2018,2018.0,,,1.0,2.0,0,1,1,1,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,124625.0,1100000.0,,,,,,,8.826479438314944,0.0,0.0,0.0,0.0,0.0,0.0,1224625.0,Seed,1100000.0,,1.5,1836937.5,77,1
143,realport,Private,,For Profit,"73,598",Active,"Financial Services, Lending and Investments, Professional Services",11-50,Less than $1M,,,Berlin, Berlin,M&A,Less than $1M,11-50,52.52,13.405,1.0,"['Financial Services', ' Lending and Investments', ' Professional Services']",Finance and Payments,"['Blockchain and Cryptocurrency', 'Financial Services', 'Lending and Investments', 'Payments']",1,0,0,1,0,0,0,2018,2022.0,,,1.0,1.0,0,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4975119.0,Venture - Series Unknown,4975119.0,,3.5,17412916.5,77,1
145,solsten,Private,2.0,For Profit,"74,484",Active,"Artificial Intelligence (AI), Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",51-100,,,,Berlin, Berlin,Early Stage Venture,$1M to $10M,51-100,52.52,13.405,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Health Care', ' Information Technology', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,0,1,1,0,4.0,2018,2022.0,,,13.0,5.0,0,1,1,1,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,6950000.0,21800000.0,,,,,0.0,0.0,3.1366906474820144,0.0,0.0,0.0,0.0,38600000.0,Series B,21800000.0,,4.0,154400000.0,77,1
147,mapify,Private,5.0,For Profit,"76,111",Active,"Apps, Internet Services, Software, Travel and Tourism",11-50,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,11-50,52.52,13.405,5.0,"['Apps', ' Internet Services', ' Software', ' Travel and Tourism']",Technology and Software,-1,1,0,1,1,1,1,5.0,2017,2018.0,2021.0,,7.0,2.0,1,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,300000.0,1000000.0,,,,,,,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,Seed,1000000.0,,4.0,5200000.0,84,1
149,is it fresh,Private,2.0,For Profit,"76,875",Active,"Biotechnology, Hardware, Internet Services, Science and Engineering",11-50,$1M to $10M,,,Aachen, Nordrhein-Westfalen,M&A,$1M to $10M,11-50,50.7753,6.0839,2.0,"['Biotechnology', ' Hardware', ' Internet Services', ' Science and Engineering']",Healthcare and Biotechnology,-1,1,0,1,1,1,1,0,2017,2018.0,,,1.0,1.0,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2245610.0,Grant,2245609.0,,3.0,6736830.0,83,1
154,cosuno,Private,3.0,For Profit,"79,961",Active,"Real Estate, Software",101-250,,,,Berlin, Berlin,Early Stage Venture,$10M to $50M,101-250,52.52,13.405,3.0,"['Real Estate', ' Software']",Retail and E-commerce,-1,1,1,1,1,0,0,4.0,2018,2022.0,,,13.0,3.0,0,1,1,1,3.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,12500000.0,30000000.0,,,,,0.0,0.0,2.4,0.0,0.0,0.0,0.0,45240074.0,Series B,30000000.0,,3.5,158340259.0,77,1
155,artmo,Private,3.0,For Profit,"79,969",Active,"Commerce and Shopping, Community and Lifestyle, Internet Services, Media and Entertainment",11-50,$1M to $10M,,,Hamburg, Hamburg,Seed,$1M to $10M,11-50,53.5511,9.9937,3.0,"['Commerce and Shopping', ' Community and Lifestyle', ' Internet Services', ' Media and Entertainment']",Retail and E-commerce,-1,1,1,1,1,1,1,5.0,2017,2022.0,,,0.0,3.0,0,1,1,1,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,220000.0,250000.0,,,,,,,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,1501455.0,Seed,263187.0,,1.5,2252182.5,80,0
162,hypromag,Private,4.0,For Profit,"82,555",Active,Sustainability,11-50,$1M to $10M,,,Pforzheim, Baden-Wurttemberg,M&A,$1M to $10M,11-50,48.88436,8.69892,4.0,['Sustainability'],Energy and Natural Resources,-1,1,0,0,0,0,0,19.0,2018,2023.0,2023.0,,1.0,3.0,1,1,1,1,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3304425.0,Convertible Note,2682774.0,,4.0,13217700.0,77,1
163,celus,Private,3.0,For Profit,"83,085",Active,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",51-100,,,,Munich, Bayern,Early Stage Venture,$10M to $50M,51-100,48.1374,11.5755,3.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,1,1,7.0,2018,2022.0,,,13.0,5.0,0,1,1,1,3.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,250000.0,1700000.0,25000000.0,,,,,,6.8,14.705882352941176,0.0,0.0,0.0,0.0,0.0,31618631.0,Series A,25460737.0,,4.0,126474524.0,75,1
166,matchbase,Private,2.0,For Profit,"86,454",Closed,"Apps, Mobile, Software, Sports",11-50,Less than $1M,,,Berlin, Berlin,Seed,Less than $1M,11-50,52.52,13.405,2.0,"['Apps', ' Mobile', ' Software', ' Sports']",Technology and Software,-1,1,0,1,1,0,1,1.0,2018,2021.0,,2022.0,2.0,3.0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,350000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012483.0,Pre-Seed,543055.0,,4.0,4049932.0,77,0
176,rebike mobility,Private,2.0,For Profit,"94,751",Active,"Commerce and Shopping, Internet Services",51-100,$1M to $10M,,,Munich, Bayern,Late Stage Venture,$1M to $10M,51-100,48.1374,11.5755,2.0,"['Commerce and Shopping', ' Internet Services']",Retail and E-commerce,-1,1,1,1,1,1,1,2.0,2018,2022.0,,,8.0,5.0,0,1,1,1,4.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,,,,10000000.0,19000000.0,,,,0.0,0.0,0.0,1.9,0.0,0.0,0.0,38049837.0,Series C,20700843.0,,1.5,57074755.5,74,1
188,vegconomist,Private,,For Profit,"121,611",Active,"Content and Publishing, Internet Services, Media and Entertainment",11-50,$1M to $10M,,,Dinklage, Niedersachsen,Late Stage Venture,$1M to $10M,11-50,52.6667,8.2333,1.0,"['Content and Publishing', ' Internet Services', ' Media and Entertainment']",Media and Entertainment,-1,1,1,1,1,1,1,7.0,2018,2023.0,,,2.0,1.0,0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,200000.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,Series D,200000.0,,,,77,1
200,industrial analytics ia,Private,4.0,For Profit,"159,550",Active,"Data and Analytics, Internet Services, Manufacturing, Science and Engineering",11-50,$1M to $10M,,,Berlin, Berlin,M&A,$1M to $10M,11-50,52.52,13.405,4.0,"['Data and Analytics', ' Internet Services', ' Manufacturing', ' Science and Engineering']",Technology and Software,-1,1,1,1,1,0,0,2.0,2017,2019.0,2022.0,,3.0,2.0,1,1,1,1,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,250000.0,1500000.0,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1991829.0,Seed,1694503.0,,4.0,7967316.0,78,1
204,network insight,Private,1.0,For Profit,"187,351",Closed,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",11-50,,,,Düsseldorf, Nordrhein-Westfalen,Seed,$1M to $10M,11-50,51.2217,6.7762,1.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Internet Services', ' Media and Entertainment', ' Sales and Marketing', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,1,1,3.0,2018,2019.0,,2020.0,1.0,2.0,0,1,1,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,165000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192000.0,Grant,27000.0,,4.0,768000.0,77,0
205,sciencemap,Private,4.0,For Profit,"199,776",Closed,"Administrative Services, Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Other, Science and Engineering, Software",11-50,,,,Berlin, Berlin,Seed,$1M to $10M,11-50,52.52,13.405,4.0,"['Administrative Services', ' Artificial Intelligence (AI)', ' Data and Analytics', ' Education', ' Information Technology', ' Other', ' Science and Engineering', ' Software']",Business Services,-1,1,0,0,1,0,0,0,2017,2019.0,,2019.0,0.0,2.0,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215406.0,Grant,154730.0,,3.5,753921.0,84,0
208,ioniq,Private,1.0,For Profit,"1,208,439",Active,"Consumer Goods, Health Care",11-50,,,,Markdorf, Baden-Wurttemberg,IPO,$10B+,11-50,47.7205,9.396,1.0,"['Consumer Goods', ' Health Care']",Consumer Products,-1,1,1,1,1,1,1,0,2018,,,,0.0,,0,1,1,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,4000000.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,,,,1.5,6000000.0,77,1
209,cylib,Private,,For Profit,"3,844",Active,"Energy, Science and Engineering, Sustainability",11-50,$1M to $10M,,,Aachen, Nordrhein-Westfalen,Early Stage Venture,$1M to $10M,11-50,50.7753,6.0839,1.0,"['Energy', ' Science and Engineering', ' Sustainability']",Energy and Natural Resources,-1,1,0,1,1,0,0,16.0,2022,2024.0,,,16.0,4.0,0,1,1,1,3.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,8000000.0,55000000.0,,,,,,0.0,6.875,0.0,0.0,0.0,0.0,0.0,71581547.0,Series A,59528448.0,,1.5,107372320.5,29,1
211,floy,Private,2.0,For Profit,"8,528",Active,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",11-50,,,,Munich, Bayern,Seed,$1M to $10M,11-50,48.1374,11.5755,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Health Care', ' Science and Engineering', ' Software']",Technology and Software,-1,1,1,1,1,0,0,4.0,2021,2023.0,,,5.0,3.0,0,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1300000.0,5400000.0,,,,,,,4.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,9497529.0,Seed,5860729.0,,4.0,37990116.0,36,1
214,cello,Private,2.0,For Profit,"9,917",Active,"Artificial Intelligence (AI), Data and Analytics, Other, Science and Engineering, Software",11-50,$1M to $10M,,,Munich, Bayern,Seed,$1M to $10M,11-50,48.1374,11.5755,2.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Other', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,1,0,0,2022,2023.0,,,9.0,2.0,0,1,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2300000.0,3100000.0,,,,,,,1.3478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,5714626.0,Seed,3451735.0,,4.0,22858504.0,28,0
216,impossible cloud,Private,3.0,For Profit,"12,037",Active,"Blockchain and Cryptocurrency, Internet Services, Privacy and Security, Software",11-50,,,,Hamburg, Hamburg,Seed,$1M to $10M,11-50,53.5511,9.9937,3.0,"['Blockchain and Cryptocurrency', ' Internet Services', ' Privacy and Security', ' Software']",Technology and Software,-1,1,0,0,1,0,0,9.0,2021,2023.0,,,7.0,2.0,0,1,1,1,3.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3000000.0,7000000.0,,,,,,,2.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10840102.0,Seed,7467925.0,,4.0,43360408.0,33,1
217,circus group,Public,3.0,For Profit,"12,131",Active,"Artificial Intelligence (AI), Data and Analytics, Hardware, Manufacturing, Science and Engineering, Software",51-100,,,,Hamburg, Hamburg,IPO,$10M to $50M,51-100,53.5511,9.9937,3.0,"['Artificial Intelligence (AI)', ' Data and Analytics', ' Hardware', ' Manufacturing', ' Science and Engineering', ' Software']",Technology and Software,-1,1,0,1,1,0,0,3.0,2021,2023.0,2023.0,,6.0,4.0,0,0,1,1,2.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1400000.0,11000000.0,,,,,,,7.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,28967988.0,Venture - Series Unknown,9876521.0,,4.0,115871952.0,35,1
